timestamp_iso,weth_per_geth_mint,weth_per_geth_redeem,weth_per_geth_mid,asset_symbol,share_symbol,period_expiration_unix
2026-07-01T04:41:23.261Z,0.922692985049983760,0.922692985049983871,0.922692985049983982,WETH,GV-V1,1782936439
2026-07-02T04:08:27.527Z,0.923037180797541379,0.923037180797541268,0.923037180797541268,WETH,GV-V1,1783022839
2026-07-03T03:54:50.000Z,0.920086497325394270,0.920086497325394270,0.920086497325394159,WETH,GV-V1,1783109239
2026-07-04T03:48:25.876Z,0.916471090536923993,0.916471090536923993,0.916471090536923993,WETH,GV-V1,1783195639
2026-07-05T04:06:42.697Z,0.915473980179093538,0.915473980179093538,0.915473980179093538,WETH,GV-V1,1783282039
2026-07-06T04:13:36.270Z,0.913917013274237688,0.913917013274237577,0.913917013274237688,WETH,GV-V1,1783368439
2026-07-07T04:03:26.288Z,0.915146593938381714,0.915146593938381825,0.915146593938381825,WETH,GV-V1,1783454839
2026-07-08T03:29:34.159Z,0.917774627930157405,0.917774627930157516,0.917774627930157516,WETH,GV-V1,1783541239
2026-07-09T03:57:03.941Z,0.920804769566036851,0.920804769566036851,0.920804769566036962,WETH,GV-V1,1783627639
2026-07-10T03:57:43.260Z,0.916909510051756582,0.916909510051756582,0.916909510051756582,WETH,GV-V1,1783714039
2026-07-11T03:24:26.374Z,0.914855294525168894,0.914855294525169005,0.914855294525169116,WETH,GV-V1,1783800439
2026-07-12T03:36:19.690Z,0.913405220707226295,0.913405220707226295,0.913405220707226295,WETH,GV-V1,1783886839
2026-07-13T03:38:35.124Z,0.916880243418643492,0.916880243418643492,0.916880243418643603,WETH,GV-V1,1783973239
2026-07-14T03:13:46.865Z,0.917448627512510662,0.917448627512510773,0.917448627512510773,WETH,GV-V1,1784059639
2026-07-15T03:13:07.664Z,0.905010320144203573,0.905010320144203573,0.905010320144203573,WETH,GV-V1,1784146039
