timestamp_iso,weth_per_geth_mint,weth_per_geth_redeem,weth_per_geth_mid,asset_symbol,share_symbol,period_expiration_unix
2026-04-01T03:29:10.780Z,0.926827535049995599,0.926827535049995599,0.926827535049995710,WETH,GV-V1,1775074039
2026-04-02T02:54:12.059Z,0.928214120266140030,0.928214120266140030,0.928214120266139919,WETH,GV-V1,1775160439
2026-04-03T02:56:35.866Z,0.929221862524003850,0.929221862524003850,0.929221862524003739,WETH,GV-V1,1775246839
2026-04-04T02:47:16.386Z,0.929324659673756881,0.929324659673756770,0.929324659673756770,WETH,GV-V1,1775333239
2026-04-05T03:24:29.448Z,0.929327346612555893,0.929327346612555893,0.929327346612555893,WETH,GV-V1,1775419639
2026-04-06T03:27:29.118Z,0.927105266218719137,0.927105266218719248,0.927105266218719248,WETH,GV-V1,1775506039
2026-04-07T03:17:37.101Z,0.928997913742413250,0.928997913742413362,0.928997913742413362,WETH,GV-V1,1775592439
2026-04-08T03:19:43.549Z,0.921296602450180413,0.921296602450180413,0.921296602450180413,WETH,GV-V1,1775678839
2026-04-09T02:55:17.516Z,0.926515574576732059,0.926515574576732059,0.926515574576732059,WETH,GV-V1,1775765239
2026-04-10T03:28:02.798Z,0.925895912537950783,0.925895912537950783,0.925895912537950894,WETH,GV-V1,1775851639
2026-04-11T02:51:52.342Z,0.921720414633351970,0.921720414633351970,0.921720414633351970,WETH,GV-V1,1775938039
2026-04-12T03:31:54.347Z,0.924006003712592450,0.924006003712592450,0.924006003712592450,WETH,GV-V1,1776024439
2026-04-13T03:38:01.855Z,0.926574168244057250,0.926574168244057250,0.926574168244057361,WETH,GV-V1,1776110839
2026-04-14T03:27:50.059Z,0.909726052624826531,0.909726052624826531,0.909726052624826531,WETH,GV-V1,1776197239
2026-04-15T03:26:21.591Z,0.915711930033208832,0.915711930033208832,0.915711930033208721,WETH,GV-V1,1776283639
2026-04-16T03:33:53.641Z,0.911680339381067850,0.911680339381067850,0.911680339381067850,WETH,GV-V1,1776370039
2026-04-17T03:29:35.500Z,0.915678253414517251,0.915678253414517251,0.915678253414517362,WETH,GV-V1,1776456439
2026-04-18T03:17:32.488Z,0.904584220610422873,0.904584220610422873,0.904584220610422984,WETH,GV-V1,1776542839
2026-04-19T03:36:32.470Z,0.915548664753193742,0.915548664753193853,0.915548664753193742,WETH,GV-V1,1776629239
2026-04-20T03:38:01.574Z,0.922707155155422010,0.922707155155422010,0.922707155155421899,WETH,GV-V1,1776715639
2026-04-21T03:30:33.295Z,0.920059838436969812,0.920059838436969812,0.920059838436969812,WETH,GV-V1,1776802039
2026-04-22T03:28:33.246Z,0.913715386530800089,0.913715386530800089,0.913715386530799978,WETH,GV-V1,1776888439
2026-04-23T03:32:08.395Z,0.917256815555901439,0.917256815555901439,0.917256815555901439,WETH,GV-V1,1776974839
2026-04-24T03:34:15.954Z,0.921400362150056607,0.921400362150056607,0.921400362150056607,WETH,GV-V1,1777061239
2026-04-25T03:19:08.270Z,0.921496402663002701,0.921496402663002701,0.921496402663002701,WETH,GV-V1,1777147639
2026-04-26T03:41:18.901Z,0.921323505424199274,0.921323505424199163,0.921323505424199163,WETH,GV-V1,1777234039
2026-04-27T03:46:44.184Z,0.911957609356466858,0.911957609356466858,0.911957609356466858,WETH,GV-V1,1777320439
2026-04-28T03:51:27.459Z,0.925367195293605671,0.925367195293605782,0.925367195293605671,WETH,GV-V1,1777406839
2026-04-29T03:48:47.563Z,0.922893243762998083,0.922893243762998083,0.922893243762998194,WETH,GV-V1,1777493239
2026-04-30T03:49:42.056Z,0.929571201881315923,0.929571201881315923,0.929571201881315923,WETH,GV-V1,1777579639
