timestamp_iso,weth_per_geth_mint,weth_per_geth_redeem,weth_per_geth_mid,asset_symbol,share_symbol,period_expiration_unix
2026-06-01T05:00:26.940Z,0.951311040478789116,0.951311040478789116,0.951311040478789116,WETH,GV-V1,1780344439
2026-06-02T04:47:02.289Z,0.951918805035939841,0.951918805035939730,0.951918805035939730,WETH,GV-V1,1780430839
2026-06-03T04:56:54.803Z,0.944124566478188432,0.944124566478188432,0.944124566478188543,WETH,GV-V1,1780517239
2026-06-04T04:49:49.198Z,0.942375905182197271,0.942375905182197271,0.942375905182197271,WETH,GV-V1,1780603639
2026-06-05T04:25:02.867Z,0.928993843094158223,0.928993843094158223,0.928993843094158334,WETH,GV-V1,1780690039
2026-06-06T04:07:11.645Z,0.901039275946570961,0.901039275946570961,0.901039275946570850,WETH,GV-V1,1780776439
2026-06-07T04:43:42.007Z,0.903902751208417565,0.903902751208417565,0.903902751208417676,WETH,GV-V1,1780862839
2026-06-08T04:48:31.456Z,0.904382418130284305,0.904382418723680526,0.904382418130284194,WETH,GV-V1,1780949239
2026-06-09T04:11:00.621Z,0.905095812019724999,0.905095812019724999,0.905095812019724888,WETH,GV-V1,1781035639
2026-06-10T04:22:19.284Z,0.907278227101516621,0.907278227101516510,0.907278227101516510,WETH,GV-V1,1781122039
2026-06-11T04:44:12.384Z,0.907771084097922065,0.907771084097922176,0.907771084097922176,WETH,GV-V1,1781208439
2026-06-12T04:47:11.754Z,0.907503611421571654,0.907503611421571543,0.907503611421571654,WETH,GV-V1,1781294839
2026-06-13T04:25:49.600Z,0.908260823115387139,0.908260823115387139,0.908260823115387139,WETH,GV-V1,1781381239
2026-06-14T04:53:03.623Z,0.907601192652310207,0.907601192652310207,0.907601192652310207,WETH,GV-V1,1781467639
2026-06-15T05:09:53.465Z,0.905194842910664543,0.905194842910664543,0.905194842910664654,WETH,GV-V1,1781554039
2026-06-16T05:12:51.979Z,0.901785135040656716,0.901785135040656716,0.901785135040656716,WETH,GV-V1,1781640439
2026-06-17T04:55:17.235Z,0.898923699445992264,0.898923699445992375,0.898923699445992375,WETH,GV-V1,1781726839
2026-06-18T04:46:11.411Z,0.906094158426755447,0.906094158426755447,0.906094158426755447,WETH,GV-V1,1781813239
2026-06-19T05:06:08.410Z,0.910442630798892538,0.910442630798892649,0.910442630798892538,WETH,GV-V1,1781899639
2026-06-20T04:18:47.496Z,0.909499806584216586,0.909499806584216586,0.909499806584216586,WETH,GV-V1,1781986039
2026-06-21T05:02:36.938Z,0.907522601249982297,0.907522601249982297,0.907522601249982186,WETH,GV-V1,1782072439
2026-06-22T05:10:50.477Z,0.908423427615869694,0.908423427615869805,0.908423427615869805,WETH,GV-V1,1782158839
2026-06-23T04:08:13.027Z,0.909144493209121607,0.909144493209121496,0.909144493209121496,WETH,GV-V1,1782245239
2026-06-24T04:11:29.940Z,0.914399141328242959,0.914399141328242959,0.914399141328243070,WETH,GV-V1,1782331639
2026-06-25T04:11:43.188Z,0.917195770434725333,0.917195770434725444,0.917195770434725444,WETH,GV-V1,1782418039
2026-06-26T04:18:11.131Z,0.918597711799375327,0.918597711799375327,0.918597711799375438,WETH,GV-V1,1782504439
2026-06-27T04:04:56.298Z,0.920414265231118356,0.920414265231118245,0.920414265231118356,WETH,GV-V1,1782590839
