timestamp_iso,weth_per_geth_mint,weth_per_geth_redeem,weth_per_geth_mid,asset_symbol,share_symbol,period_expiration_unix
2025-08-17T00:31:00.951Z,0.974214343573240105,0.974214343573240216,0.974214343573240216,WETH,GV-V1,1755452327
2025-08-17T00:33:12.455Z,0.974214298670238676,0.974214298670238676,0.974214298670238787,WETH,GV-V1,1755452327
2025-08-17T01:14:29.193Z,0.974063072457126200,0.974063072457126089,0.974063072457126200,WETH,GV-V1,1755452327
2025-08-17T02:37:13.967Z,0.974039773179390278,0.974039773179390278,0.974039773179390500,WETH,GV-V1,1755452327
2025-08-17T02:38:38.339Z,0.974039892277065111,0.974039892277065111,0.974039892277065111,WETH,GV-V1,1755452327
2025-08-17T03:00:25.760Z,0.974255025885210180,0.974255025885210180,0.974253597643719771,WETH,GV-V1,1755452327
2025-08-18T02:20:55.078Z,0.973697667564371483,0.973697667564371594,0.973697667564371594,WETH,GV-V1,1755539029
2025-08-19T02:01:24.077Z,0.972621752717219401,0.972621752717219401,0.972621752717219512,WETH,GV-V1,1755626029
2025-08-20T01:59:32.491Z,0.967207338772634984,0.967207338772634984,0.967207338772634873,WETH,GV-V1,1755712813
2025-08-21T01:58:14.385Z,0.974363830245754792,0.974363830245754792,0.974363830245754681,WETH,GV-V1,1755799523
2025-08-22T01:58:58.973Z,0.973042630220779303,0.973042630220779414,0.973042630220779414,WETH,GV-V1,1755886175
2025-08-23T01:54:42.244Z,0.979842686059887447,0.979842686059887336,0.979842686059887447,WETH,GV-V1,1755972969
2025-08-24T02:09:50.995Z,0.980053157870869440,0.980053157870869440,0.980053157870869551,WETH,GV-V1,1756059805
2025-08-25T02:03:58.675Z,0.980702347940585417,0.980702347940585417,0.980702347940585417,WETH,GV-V1,1756146489
2025-08-26T01:59:58.879Z,0.978916599514049635,0.978916599514049524,0.978916599514049635,WETH,GV-V1,1756233155
2025-08-27T01:56:22.563Z,0.981120913916836646,0.981120913916836535,0.981120913916836535,WETH,GV-V1,1756319589
